External ID,Created by,Order By,Purchase Order Date,Vendor,Type of Expense,Nature of Document,Place of Supply,Subsidiary,Subsidiary Location,Terms,Approval status,Line of business,Division,Department,Currency,Ship to,Item,Rate,Quantity,Amount,Project,HSN or SAC code,India Tax Nature,Nexus,Nexus Override ,Vendor Tax Reg number,Subsidiary tax reg number,Vendor Select
D/2025/PO/000001,Ravi Kiroula,,02/01/2025,12892 Jarvas Smart Solutions Pvt Ltd,Direct Expense,Invoices for inward supply from unregistered person,06-Haryana,,Delhi/ Gurgaon,45 Days,,Event Management,,Group CEO : CEO : BU North,,"Gurugram, Haryana",Stage & Set Expenses - Events,3787500,1,,10018 Vinfast Auto India Pvt Ltd : SB 22159,HSN & SAC: 18%,Services,Nexus-Delhi,TRUE,,,"Gurugram, Haryana"
