ExternalID,Created by,Vendor Bill Date,POId,Vendor,Vendor Invoice Date,Posting Period,Account,Currency,Type of Expense,Nature of Document,Subsidiary,Subsidiary Location,Approval status,Line of business,Division,Department,Terms,Item,Rate,Quantity,Amount,Project,HSN or SAC code,India Tax Nature,Nexus,Nexus Override ,Vendor Tax Reg number,Subsidiary tax reg number,Vendor Select
VB001,Anurama V,25-03-2025,15544,11562 Lynx Security & Detectives Services (P) Ltd,25-12-2024,Mar-25,10530 ACCOUNTS PAYABLE : ACCOUNTS PAYABLE,Indian Rupee,Indirect Expense,Invoices for inward supply from unregistered person,Shobiz Experiential Communications Pvt Ltd,,Pending Approval ,,,,10 Days,Security Charges,48991,1,,,HSN & SAC: 18%,Services,Nexus-karnataka,TRUE,,,"Bangalore, Karnataka"
