External ID,Created by,Order By,Purchase Order Date,Particulars,Vendor,Vendor,Type of Expense,Nature of Document,Place of Supply,Subsidiary,Terms,Approval status,Branch,Line of business,Division,Department,Currency,Ship to,Item,Rate,Quantity,Amount,Project,HSN or SAC code,India Tax Nature,Nexus,Nexus Override ,Vendor Tax Reg number,Subsidiary tax reg number,Vendor Select
A/2025/PO/000522,,,11-02-2025,Events Power-Mum,EventsPower,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000524,,,11-02-2025,Abhishek Jadhav Advance A/c-CR,AbhishekJadhavAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000523,,,11-02-2025,Shree Vision-Mum,ShreeVision,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000525,,,11-02-2025,Fabrile Productions-Mum,FabrileProductions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000526,,,11-02-2025,Tryokart (Happay)-Mum,Tryokart(Happay),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000527,,,11-02-2025,Razzmatazz Ventures Pvt Ltd-Mum,RazzmatazzVenturesPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000528,,,11-02-2025,Rak Lead Events-Mum,RakLeadEvents,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000533,,,11-02-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000531,,,11-02-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000530,,,11-02-2025,Mohammad Danish Advance A/c-CR,MohammadDanishAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000529,,,11-02-2025,Sportocraft Enterprises-Mum,SportocraftEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000532,,,11-02-2025,Musafir.Com India Pvt Ltd-Mum,Musafir.ComIndiaPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000534,,,11-02-2025,Mohammad Danish Advance A/c-CR,MohammadDanishAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000535,,,11-02-2025,Login Enterprises-Mum,LoginEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000538,,,12-02-2025,Hindustan Computer & Communication Services-Mum,HindustanComputer&CommunicationServices,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000537,,,12-02-2025,Santosh Bhogal Cash Advance A/c-CR,SantoshBhogalCashAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000539,,,12-02-2025,Santosh Bhogal Cash Advance A/c-CR,SantoshBhogalCashAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000536,,,12-02-2025,(cancelled),#N/A,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000540,,,12-02-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000541,,,12-02-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000542,,,12-02-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000543,,,12-02-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000544,,,12-02-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000545,,,12-02-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000546,,,12-02-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000547,,,12-02-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000548,,,12-02-2025,Success Promos & Events Pvt Ltd-Mum,SuccessPromos&EventsPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000549,,,12-02-2025,Proelectro Ltd-Mum,ProelectroLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000550,,,12-02-2025,Proelectro Ltd-Mum,ProelectroLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000551,,,12-02-2025,Fabrile Productions-Mum,FabrileProductions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000552,,,12-02-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000553,,,12-02-2025,Vista Services (Sainath Govind Shirke)-Mum,VistaServices(SainathGovindShirke),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000554,,,12-02-2025,Gopi Decorators-Mum,GopiDecorators,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000555,,,12-02-2025,Videowaves-Mum,Videowaves,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000556,,,12-02-2025,CV Cuan Event Indonesia-Mum,CVCuanEventIndonesia,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000557,,,12-02-2025,Mumbai Shree Garjana (Ajay Adsule)-Mum,MumbaiShreeGarjana(AjayAdsule),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000558,,,12-02-2025,Devoba Arts Frame Makers-Mum,DevobaArtsFrameMakers,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000559,,,12-02-2025,Nirav Tours & Travels Pvt Ltd-Mum,NiravTours&TravelsPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000560,,,12-02-2025,Emblaze Events (Sunita Harihar Sharma)-Mum,EmblazeEvents(SunitaHariharSharma),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000561,,,12-02-2025,Vista Services (Sainath Govind Shirke)-Mum,VistaServices(SainathGovindShirke),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000562,,,12-02-2025,Victoria SA (ASIT Travel Agency)-Mum,VictoriaSA(ASITTravelAgency),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000100,,,13-02-2025,Ideation Avenue LLP-Che,IdeationAvenueLLP,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000101,,,13-02-2025,Shakthisree Gopalan-Che,ShakthisreeGopalan,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000102,,,13-02-2025,Airtel Ltd(Bill Booking)-Mum,AirtelLtd(BillBooking),#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000103,,,13-02-2025,Pro Audio Solutions India Pvt Ltd-Che,ProAudioSolutionsIndiaPvtLtd,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000104,,,13-02-2025,Expressions Enlivened-Che,ExpressionsEnlivened,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/Gen/0015,,,13-02-2025,Ventura Lifestyles Pvt Ltd-Mum,VenturaLifestylesPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000604,,,13-02-2025,Hemanshu Sawant Advance A/c-CR,HemanshuSawantAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000603,,,13-02-2025,Amir Merchant Advance A/c-CR,AmirMerchantAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000602,,,13-02-2025,Mangesh Waghmare Advance-CR,MangeshWaghmareAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000601,,,13-02-2025,Justin Francis Vadakkan Advance A/c-CR,JustinFrancisVadakkanAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000600,,,13-02-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000599,,,13-02-2025,Gulfaam Shaikh Advance A/c-CR,GulfaamShaikhAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000587,,,13-02-2025,Padmakar Jadhav Advance-CR,PadmakarJadhavAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000585,,,13-02-2025,Padmakar Jadhav Advance-CR,PadmakarJadhavAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000584,,,13-02-2025,Pinky Sharma Advance A/c-CR,PinkySharmaAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000595,,,13-02-2025,Justin Francis Vadakkan Advance A/c-CR,JustinFrancisVadakkanAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000598,,,13-02-2025,Aalhad Bavkar Advance A/c-CR,AalhadBavkarAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000597,,,13-02-2025,Sameer Doshi Advance A/C-CR,SameerDoshiAdvanceA/C,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000596,,,13-02-2025,Aalhad Bavkar Advance A/c-CR,AalhadBavkarAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000581,,,13-02-2025,Pinky Sharma Advance A/c-CR,PinkySharmaAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000563,,,13-02-2025,CheChi Media-Mum,CheChiMedia,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000564,,,13-02-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000565,,,13-02-2025,Twintech Entertainment LLP-Mum,TwintechEntertainmentLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000566,,,13-02-2025,A A Furniture(Abbas Abdul Hussain Ujjainwala)-Mum,AAFurniture(AbbasAbdulHussainUjjainwala),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000567,,,13-02-2025,Kenil Sanghvi-Mum,KenilSanghvi,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000568,,,13-02-2025,Blink Entertainment-Mum,BlinkEntertainment,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000594,,,13-02-2025,Justin Francis Vadakkan Advance A/c-CR,JustinFrancisVadakkanAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000593,,,13-02-2025,Mangesh Waghmare Advance-CR,MangeshWaghmareAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000592,,,13-02-2025,Suresh Pardhle Advance A/c-CR,SureshPardhleAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000589,,,13-02-2025,Asif Khan Advance A/c-CR,AsifKhanAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000569,,,13-02-2025,Sagar Traders-Mum,SagarTraders,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000570,,,13-02-2025,Shahida Farooqui (Multi Game Zone) (OTV)-Mum,ShahidaFarooqui(MultiGameZone)(OTV),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000571,,,13-02-2025,Mumbai Food Truck Society (Roysten Misquitta)-Mum,MumbaiFoodTruckSociety(RoystenMisquitta),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000572,,,13-02-2025,360 Bright Media-Mum,360BrightMedia,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000573,,,13-02-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000574,,,13-02-2025,Vista Services (Sainath Govind Shirke)-Mum,VistaServices(SainathGovindShirke),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000575,,,13-02-2025,Fabrile Productions-Mum,FabrileProductions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000576,,,13-02-2025,Kalasiddha Creations-Mum,KalasiddhaCreations,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000577,,,13-02-2025,Melting Mints-Mum,MeltingMints,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000578,,,13-02-2025,Bappa Creation-Mum,BappaCreation,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000579,,,13-02-2025,Shree Vision-Mum,ShreeVision,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000580,,,13-02-2025,Events Power-Mum,EventsPower,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000582,,,13-02-2025,Diya Event and Promotions-Mum,DiyaEventandPromotions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000583,,,13-02-2025,Pro MFG Media Pvt Ltd-Mum,ProMFGMediaPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000586,,,13-02-2025,Magical Instincts-Mum,MagicalInstincts,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000588,,,13-02-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000590,,,13-02-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000591,,,13-02-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000105,,,14-02-2025,M.M.Blossoms-Che,M.M.Blossoms,Tax agency,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000106,,,14-02-2025,Bilimbe Digital-Che,BilimbeDigital,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000107,,,14-02-2025,Shanmugam J-Che,ShanmugamJ,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000108,,,14-02-2025,Mj Digital-Che,MjDigital,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000109,,,14-02-2025,Eco Prints-Che,EcoPrints,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000605,,,14-02-2025,Shoeb Kadri Advance A/c-CR,ShoebKadriAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000606,,,14-02-2025,Rentastic-Mum,Rentastic,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000607,,,14-02-2025,Olive Nest Pvt Ltd-Che,OliveNestPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000608,,,14-02-2025,Blink Entertainment-Mum,BlinkEntertainment,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000609,,,14-02-2025,Nacre Studios-Mum,NacreStudios,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000610,,,14-02-2025,Daffodils-Mum,Daffodils,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000611,,,14-02-2025,Hunger Inc Hospitality Pvt Ltd-Mum,HungerIncHospitalityPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000612,,,14-02-2025,Prince Graphics Pvt Ltd-Mum,PrinceGraphicsPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000613,,,14-02-2025,Nepa Rai Choudhary-Mum,NepaRaiChoudhary,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000614,,,14-02-2025,Blushfox Studios LLP-Mum,BlushfoxStudiosLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000615,,,14-02-2025,Sula Vineyards Ltd-Mum,SulaVineyardsLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000616,,,14-02-2025,Pradeep Golak Das -Doodle Art-Mum,PradeepGolakDas,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000617,,,14-02-2025,Gaurstic-Mum,Gaurstic,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000618,,,14-02-2025,Unekha-Mum,Unekha,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000619,,,14-02-2025,The Indian Express Private Limited-Mum,TheIndianExpressPrivateLimited,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000620,,,14-02-2025,The Indian Express Private Limited-Mum,TheIndianExpressPrivateLimited,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000621,,,14-02-2025,Emblaze Events (Sunita Harihar Sharma)-Mum,EmblazeEvents(SunitaHariharSharma),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000622,,,14-02-2025,Jw Marriot Sahar Mumbai-Mum,JwMarriotSaharMumbai,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000623,,,14-02-2025,The Comptment Hotel Pvt Ltd-Mum,TheComptmentHotelPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000110,,,15-02-2025,Gala Event Solutions-Che,GalaEventSolutions,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000624,,,15-02-2025,Grand Hyatt Athens (Sygroy 115 Hotel Enterprises Single Member S A)-Mum,GrandHyattAthens(Sygroy115HotelEnterprisesSingleMemberSA),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000625,,,15-02-2025,Taransh Hospitality Services-Mum,TaranshHospitalityServices,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000111,,,17-02-2025,Empee Hotels Limited (Hilton Chennai)-Che,EmpeeHotelsLimited(HiltonChennai),Tax agency,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000112,,,17-02-2025,Fireflies Entertainment-Che,FirefliesEntertainment,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000626,,,17-02-2025,"Courtyard by Marriott, Nashik (Shweta Infrastructure & Housing India Pvt Ltd)-Mum","CourtyardbyMarriott,Nashik(ShwetaInfrastructure&HousingIndiaPvtLtd)",,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000627,,,17-02-2025,Black Hat Talent Solutions & Consulting Pvt Ltd-Mum,BlackHatTalentSolutions&ConsultingPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000628,,,17-02-2025,Foxel Media & Entertainment LLP-Mum,FoxelMedia&EntertainmentLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000629,,,17-02-2025,Fabrile Productions-Mum,FabrileProductions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000630,,,17-02-2025,Abdul Shahid Shaikh-Mum,AbdulShahidShaikh,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000631,,,17-02-2025,PT Iplanner Bali Jaya-Mum,PTIplannerBaliJaya,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000632,,,17-02-2025,Pyramid Production-Mum,PyramidProduction,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000633,,,17-02-2025,KVS Rostam Hires-Mum,KVSRostamHires,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000634,,,17-02-2025,Basal Studio-Mum,BasalStudio,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000635,,,17-02-2025,Shree Vision-Mum,ShreeVision,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000636,,,17-02-2025,Hindustan Computer & Communication Services-Mum,HindustanComputer&CommunicationServices,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000637,,,17-02-2025,Airtel Ltd(Bill Booking)-Mum,AirtelLtd(BillBooking),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000638,,,17-02-2025,Greenix Experience Pvt Ltd-Mum,GreenixExperiencePvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000639,,,17-02-2025,Hindustan Computer & Communication Services-Mum,HindustanComputer&CommunicationServices,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000640,,,17-02-2025,Shree Raj Systems-Mum,ShreeRajSystems,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000641,,,17-02-2025,Shree Raj Systems-Mum,ShreeRajSystems,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000642,,,17-02-2025,Shree Raj Systems-Mum,ShreeRajSystems,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000643,,,17-02-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000644,,,17-02-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000645,,,17-02-2025,Vista Services (Sainath Govind Shirke)-Mum,VistaServices(SainathGovindShirke),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000646,,,17-02-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000647,,,17-02-2025,6Th Wall Production Pvt Ltd-Blr,6ThWallProductionPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000648,,,17-02-2025,A A Furniture(Abbas Abdul Hussain Ujjainwala)-Mum,AAFurniture(AbbasAbdulHussainUjjainwala),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000649,,,17-02-2025,Specs Care Audio Visual Pvt Ltd-Mum,SpecsCareAudioVisualPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000650,,,17-02-2025,Abdul Shahid Shaikh-Mum,AbdulShahidShaikh,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000651,,,17-02-2025,Vinit Video Vision-Mum,VinitVideoVision,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000652,,,17-02-2025,V Touch Business Solution-Mum,VTouchBusinessSolution,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000655,,,17-02-2025,Pranil Buva Advance A/c-CR,PranilBuvaAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000654,,,17-02-2025,Anita Singh Advance A/c-CR,AnitaSinghAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000658,,,17-02-2025,Krisha Chheda Advance A/c-CR,KrishaChhedaAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000657,,,17-02-2025,Sanil Thombare Advance-CR,SanilThombareAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000656,,,17-02-2025,Santosh Bhogal Cash Advance A/c-CR,SantoshBhogalCashAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000653,,,17-02-2025,Abhimanyu Awate Advance-CR,AbhimanyuAwateAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000659,,,17-02-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000660,,,17-02-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000661,,,17-02-2025,Recorded Music Performance Ltd-Mum,RecordedMusicPerformanceLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000662,,,17-02-2025,Recorded Music Performance Ltd-Mum,RecordedMusicPerformanceLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000663,,,17-02-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000664,,,17-02-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000665,,,17-02-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000113,,,18-02-2025,Sowmiya Events-Che,SowmiyaEvents,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000114,,,18-02-2025,Mj Digital-Che,MjDigital,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000115,,,18-02-2025,Fiesta Car Rentals & Logistics Pvt Ltd-Che,FiestaCarRentals&LogisticsPvtLtd,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
