External ID,Created by,Order By,Purchase Order Date,Particulars,Vendor,Vendor,Type of Expense,Nature of Document,Place of Supply,Subsidiary,Terms,Approval status,Branch,Line of business,Division,Department,Currency,Ship to,Item,Rate,Quantity,Amount,Project,HSN or SAC code,India Tax Nature,Nexus,Nexus Override ,Vendor Tax Reg number,Subsidiary tax reg number,Vendor Select
A/2025/PO/000118,,,15-01-2025,Sanjay Kathale Cash Advance-CR,SanjayKathaleCashAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000117,,,15-01-2025,Sachin Jadhav Advance-CR,SachinJadhavAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000116,,,15-01-2025,Sachin Jadhav Advance-CR,SachinJadhavAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000115,,,15-01-2025,Santosh Bhogal Cash Advance A/c-CR,SantoshBhogalCashAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000114,,,15-01-2025,Santosh Bhogal Cash Advance A/c-CR,SantoshBhogalCashAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000111,,,15-01-2025,Victoria SA (ASIT Travel Agency)-Mum,VictoriaSA(ASITTravelAgency),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000112,,,15-01-2025,Recorded Music Performance Ltd-Mum,RecordedMusicPerformanceLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000113,,,15-01-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000130,,,15-01-2025,Pyramid Production-Mum,PyramidProduction,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000131,,,15-01-2025,Digicraft-Mum,Digicraft,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000132,,,15-01-2025,Emblaze Events (Sunita Harihar Sharma)-Mum,EmblazeEvents(SunitaHariharSharma),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000021,,,16-01-2025,The Westin Chennai Velachery (MFAR Hotels and Resorts Pvt Ltd)-Che,TheWestinChennaiVelachery(MFARHotelsandResortsPvtLtd),#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000022,,,16-01-2025,R Anandan Advance A/c-CR,RAnandanAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/Gen/0005,,,16-01-2025,Dell International Services India Pvt Ltd (CR)-Mum,DellInternationalServicesIndiaPvtLtd(CR),Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000135,,,16-01-2025,"The Ritz-Carlton, Pune (Panchshil Corporate Park Pvt Ltd)-Mum",TheRitz,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000136,,,16-01-2025,Greenix Experience Pvt Ltd-Mum,GreenixExperiencePvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000137,,,16-01-2025,Pradeep Golak Das -Doodle Art-Mum,PradeepGolakDas,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000138,,,16-01-2025,Pro MFG Media Pvt Ltd-Mum,ProMFGMediaPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000139,,,17-01-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000140,,,17-01-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000141,,,17-01-2025,Success Promos & Events Pvt Ltd-Mum,SuccessPromos&EventsPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000142,,,17-01-2025,Success Promos & Events Pvt Ltd-Mum,SuccessPromos&EventsPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000143,,,17-01-2025,Om Screen Art Events-Mum,OmScreenArtEvents,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000144,,,17-01-2025,Videowaves-Mum,Videowaves,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000023,,,18-01-2025,H V Communication Pvt Ltd-Del,HVCommunicationPvtLtd,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000145,,,18-01-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000146,,,18-01-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000147,,,18-01-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000148,,,18-01-2025,Recorded Music Performance Ltd-Mum,RecordedMusicPerformanceLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000024,,,20-01-2025,Crystal Event & Service-Che,CrystalEvent&Service,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/Gen/0006,,,20-01-2025,Login Enterprises-Mum,LoginEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000171,,,20-01-2025,PARESH SURVE ADV FOR EXPENCES-CR,PARESHSURVEADVFOREXPENCES,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000165,,,20-01-2025,Vishal Vasani Advance A/c-CR,VishalVasaniAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000164,,,20-01-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000149,,,20-01-2025,KG Movie-Mum,KGMovie,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000150,,,20-01-2025,KG Movie-Mum,KGMovie,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000151,,,20-01-2025,V.J. Productions-Mum,V.J.Productions,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000154,,,20-01-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000153,,,20-01-2025,Padmakar Jadhav Advance-CR,PadmakarJadhavAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000163,,,20-01-2025,PARESH SURVE ADV FOR EXPENCES-CR,PARESHSURVEADVFOREXPENCES,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000161,,,20-01-2025,Mohammad Danish Advance A/c-CR,MohammadDanishAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000159,,,20-01-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000158,,,20-01-2025,Sanjay Kathale Cash Advance-CR,SanjayKathaleCashAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000156,,,20-01-2025,Rajesh Singh Advance-CR,RajeshSinghAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000155,,,20-01-2025,Rushabh Vimlesh Upadhyay Advance A/c-CR,RushabhVimleshUpadhyayAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000152,,,20-01-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000157,,,20-01-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000160,,,20-01-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000162,,,20-01-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000166,,,20-01-2025,Poppy Jabbal-Mum,PoppyJabbal,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000167,,,20-01-2025,A. J. Creation-Mum,A.J.Creation,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000168,,,20-01-2025,ITC Narmada Ahmedabad (ITC Hotels Ltd)-Mum,ITCNarmadaAhmedabad(ITCHotelsLtd),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000169,,,20-01-2025,Musafir.Com India Pvt Ltd-Mum,Musafir.ComIndiaPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000170,,,20-01-2025,Login Enterprises-Mum,LoginEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000025,,,21-01-2025,Crystal Event & Service-Che,CrystalEvent&Service,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000026,,,21-01-2025,Crystal Event & Service-Che,CrystalEvent&Service,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000172,,,21-01-2025,Ashutosh Darekar Advance-CR,AshutoshDarekarAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000173,,,21-01-2025,Supriya Naik Advance A/c-CR,SupriyaNaikAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000174,,,21-01-2025,Gulfaam Shaikh Advance A/c-CR,GulfaamShaikhAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000175,,,21-01-2025,Front Of House-Mum,FrontOfHouse,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000176,,,21-01-2025,Alliance International Tours & Travels-Mum,AllianceInternationalTours&Travels,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000177,,,21-01-2025,Chetan Handa Advance A/c-CR,ChetanHandaAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000178,,,21-01-2025,Black Hat Talent Solutions & Consulting Pvt Ltd-Mum,BlackHatTalentSolutions&ConsultingPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000179,,,21-01-2025,Colour N Chill (Pranali Patel)-Mum,ColourNChill(PranaliPatel),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000180,,,21-01-2025,Mohammed Saqib Ansari-Mum,MohammedSaqibAnsari,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000181,,,21-01-2025,Mirah Hospitality & Gourmet Solutions Pvt Ltd-Mum,MirahHospitality&GourmetSolutionsPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000182,,,21-01-2025,Utsara Sports Pvt Ltd (OTV)-Mum,UtsaraSportsPvtLtd(OTV),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000183,,,21-01-2025,Shivam Logistics-Mum,ShivamLogistics,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000027,,,22-01-2025,Pro Audio Solutions India Pvt Ltd-Che,ProAudioSolutionsIndiaPvtLtd,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000028,,,22-01-2025,Square Feet Productions-Che,SquareFeetProductions,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000029,,,22-01-2025,Aishwarya Anil Kumar-Che,AishwaryaAnilKumar,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000193,,,22-01-2025,Keval Rajyaguru Advance A/c-CR,KevalRajyaguruAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000192,,,22-01-2025,Mohammad Danish Advance A/c-CR,MohammadDanishAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000184,,,22-01-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000185,,,22-01-2025,Neowiz Events-Mum,NeowizEvents,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000191,,,22-01-2025,Sagar Dixit Advance A/c-CR,SagarDixitAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000190,,,22-01-2025,Hazarat Ansari Advance-CR,HazaratAnsariAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000189,,,22-01-2025,Ghanshyam Asolkar Advance-CR,GhanshyamAsolkarAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000186,,,22-01-2025,Rak Lead Events-Mum,RakLeadEvents,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000187,,,22-01-2025,Shree Samarth Krupa Creation-Mum,ShreeSamarthKrupaCreation,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000188,,,22-01-2025,Sakshi Kaushal Patwa-Mum,SakshiKaushalPatwa,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000194,,,22-01-2025,Meta Platforms Ireland Ltd-Mum,MetaPlatformsIrelandLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000195,,,22-01-2025,Ushta Te Consultancy Services LLP-Mum,UshtaTeConsultancyServicesLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000196,,,22-01-2025,Dinesh Kanojia (Cr)-Mum,DineshKanojia(Cr),Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000197,,,22-01-2025,Wellness Associates Fitness Solutions & Management Pvt Ltd-Mum,WellnessAssociatesFitnessSolutions&ManagementPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000198,,,22-01-2025,K Raheja IT Park (Hyderabad) Ltd (OTV)-Blr,KRahejaITPark(Hyderabad)Ltd(OTV),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000030,,,23-01-2025,Gala Event Solutions-Che,GalaEventSolutions,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000031,,,23-01-2025,Evangelin Dominiic Advance A/c-CR,EvangelinDominiicAdvanceA/c,Tax agency,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000032,,,23-01-2025,Clinton J Advance for Expense-CR,ClintonJAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000033,,,23-01-2025,Empee Hotels Limited (Hilton Chennai)-Che,EmpeeHotelsLimited(HiltonChennai),Tax agency,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000034,,,23-01-2025,Clinton J Advance for Expense-CR,ClintonJAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000035,,,23-01-2025,Praveen Raj Adv for Expenses-CR,PraveenRajAdvforExpenses,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000036,,,23-01-2025,Praveen Raj Adv for Expenses-CR,PraveenRajAdvforExpenses,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000199,,,23-01-2025,Elite International-Mum,EliteInternational,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000200,,,23-01-2025,Shalini Digital Photo Studio-Mum,ShaliniDigitalPhotoStudio,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000201,,,23-01-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000202,,,23-01-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000203,,,23-01-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000204,,,23-01-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000205,,,23-01-2025,Mahesh Borade-Mum,MaheshBorade,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000206,,,23-01-2025,Kirti Kishor Lokhande-Mum,KirtiKishorLokhande,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000207,,,23-01-2025,Blink Entertainment-Mum,BlinkEntertainment,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000225,,,23-01-2025,Rutika Dhotre Advance A/c-CR,RutikaDhotreAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000228,,,23-01-2025,Mohammad Danish Advance A/c-CR,MohammadDanishAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000227,,,23-01-2025,Sachin Jadhav Advance-CR,SachinJadhavAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000226,,,23-01-2025,Sachin Jadhav Advance-CR,SachinJadhavAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000224,,,23-01-2025,Rushabh Vimlesh Upadhyay Advance A/c-CR,RushabhVimleshUpadhyayAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000223,,,23-01-2025,Padmakar Jadhav Advance-CR,PadmakarJadhavAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000222,,,23-01-2025,Padmakar Jadhav Advance-CR,PadmakarJadhavAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000220,,,23-01-2025,Suresh Pardhle Advance A/c-CR,SureshPardhleAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000217,,,23-01-2025,Rajaram Shinde Cash Advance-CR,RajaramShindeCashAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000216,,,23-01-2025,Santosh Bhogal Cash Advance A/c-CR,SantoshBhogalCashAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000215,,,23-01-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000214,,,23-01-2025,Ashwin Mishra Advance A/c-CR,AshwinMishraAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000213,,,23-01-2025,Maitree Dang Advance A/c-CR,MaitreeDangAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000209,,,23-01-2025,Aftab Shaikh Advance A/c-CR,AftabShaikhAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000208,,,23-01-2025,Ameya Integrated Services-Mum,AmeyaIntegratedServices,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000211,,,23-01-2025,A A Furniture(Abbas Abdul Hussain Ujjainwala)-Mum,AAFurniture(AbbasAbdulHussainUjjainwala),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000212,,,23-01-2025,Emblaze Events (Sunita Harihar Sharma)-Mum,EmblazeEvents(SunitaHariharSharma),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000210,,,23-01-2025,Tribal Monk Network LLP-Mum,TribalMonkNetworkLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000218,,,23-01-2025,Hotel Ratna Mahal (Shree Swami Samarth Hospitality) (Happay)-Mum,HotelRatnaMahal(ShreeSwamiSamarthHospitality)(Happay),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000219,,,23-01-2025,Hotel Ratna Mahal (Shree Swami Samarth Hospitality) (Happay)-Mum,HotelRatnaMahal(ShreeSwamiSamarthHospitality)(Happay),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000221,,,23-01-2025,Smile Entertainment-Mum,SmileEntertainment,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000229,,,23-01-2025,Proelectro Ltd-Mum,ProelectroLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000230,,,23-01-2025,Grand Hyatt Athens (Sygroy 115 Hotel Enterprises Single Member S A)-Mum,GrandHyattAthens(Sygroy115HotelEnterprisesSingleMemberSA),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000037,,,24-01-2025,Pro Audio Solutions India Pvt Ltd-Che,ProAudioSolutionsIndiaPvtLtd,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000038,,,24-01-2025,Neet (M) Fabricators-Che,Neet(M)Fabricators,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000039,,,24-01-2025,Eco Prints-Che,EcoPrints,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000040,,,24-01-2025,Square Feet Productions-Che,SquareFeetProductions,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000041,,,24-01-2025,Paulraj S Advance A/c-CR,PaulrajSAdvanceA/c,Tax agency,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000042,,,24-01-2025,R Anandan Advance A/c-CR,RAnandanAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000043,,,24-01-2025,R Anandan Advance A/c-CR,RAnandanAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/Gen/0007,,,24-01-2025,Hindustan Computer & Communication Services-Mum,HindustanComputer&CommunicationServices,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000233,,,24-01-2025,Tanoj Tandel Advance A/c-CR,TanojTandelAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000234,,,24-01-2025,Sachin Daripkar Advance-CR,SachinDaripkarAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000231,,,24-01-2025,Kissamago Transcriptions Pvt Ltd-Mum,KissamagoTranscriptionsPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000232,,,24-01-2025,Ultimate Event Solutions-Mum,UltimateEventSolutions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000235,,,24-01-2025,Emblaze Events (Sunita Harihar Sharma)-Mum,EmblazeEvents(SunitaHariharSharma),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000236,,,24-01-2025,Sachin Jadhav Advance-CR,SachinJadhavAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000237,,,24-01-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000238,,,24-01-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000247,,,24-01-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000246,,,24-01-2025,Mohammad Danish Advance A/c-CR,MohammadDanishAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000244,,,24-01-2025,Suresh Pardhle Advance A/c-CR,SureshPardhleAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000243,,,24-01-2025,Suresh Pardhle Advance A/c-CR,SureshPardhleAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000241,,,24-01-2025,PARESH SURVE ADV FOR EXPENCES-CR,PARESHSURVEADVFOREXPENCES,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000240,,,24-01-2025,Padmakar Jadhav Advance-CR,PadmakarJadhavAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000239,,,24-01-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000242,,,24-01-2025,Vansh Agrawal-Mum,VanshAgrawal,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000245,,,24-01-2025,Musafir.Com India Pvt Ltd-Mum,Musafir.ComIndiaPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000248,,,24-01-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000249,,,24-01-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000250,,,24-01-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000251,,,24-01-2025,SRA Carpets (Happay)-Mum,SRACarpets(Happay),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000252,,,25-01-2025,Fabrile Productions-Mum,FabrileProductions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000253,,,25-01-2025,Pyramid Production-Mum,PyramidProduction,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000254,,,25-01-2025,Digicraft-Mum,Digicraft,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000255,,,25-01-2025,Soni Enterprise-Mum,SoniEnterprise,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
